city,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,month,reanalysis_temp_humid_index,ndvi_max_precip,station_precip_mm_rolling_month_mean,station_precip_mm_diff
0,0.1322571,0.3408857,0.2472,3.273742726309041,296.74,295.184285714,307.3,-1.0615549615355413,3.7884985191426486,92.4185714286,-0.17358024818365914,2.295416603515289,-0.6987962146210935,10.775,32.5,-0.8880703545919799,1.3862943611198906,7,212.13912333037217,1.1159720808777658,2.7336079515049274,-2.6946271807700697
0,0.2761,0.2894571,0.2416571,4.120824195026479,296.634285714,295.358571429,306.6,-1.5721718193516394,3.8501476017100584,93.5814285714,-0.027525630928690505,2.4260661497663296,-0.3284669118712911,11.5666666667,34.0,-0.8302859994425801,4.036008985209137,7,227.03473610384918,1.1928018211021991,2.7111516731645158,2.6497146240892464
0,0.1731286,0.2041143,0.1280143,4.034594557816327,296.415714286,295.622857143,304.5,-1.2023745752901946,4.186163807313259,95.8485714286,0.15731921818110453,2.1265295777782263,-0.40527154197682,11.4666666667,33.0,-0.8880703545919799,3.66612246699132,7,203.8248221307069,0.8235184439524891,3.8510657261002303,-0.36988651821781726
0,0.1454286,0.2542,0.2003143,1.8870696490323797,295.357142857,292.797142857,303.6,-2.0437925502516645,3.217274543501227,87.2342857143,-1.4150963479647731,2.3139488516447844,-1.1211403616841022,10.5333333333,31.5,-3.628215694928531,3.4339872044851463,7,201.8556752526575,0.4796931047840309,3.550054835738235,-0.23213526250617367
0,0.3221286,0.2543714,0.3610429,4.15512603448196,296.432857143,293.957142857,307.0,-1.4807556708279472,3.4904285153900982,88.1614285714,-0.9111994618951957,2.3513752571634776,-0.5547328324049502,11.48,33.3,-1.7564721994781993,1.6094379124341003,7,207.30060177897522,1.5001787533548667,2.521712558459625,-1.824549292051046
0,0.1907571,0.2316714,0.2553143,2.847232265235547,297.191428571,291.725714286,306.2,-2.059525039310041,0.6931471805599453,74.7285714286,-1.8261985497834268,2.692694813017081,-1.378415546898643,10.94,32.0,-2.741018577209975,2.5257286443082556,8,201.22123666996768,0.726939112736028,2.06758327837118,0.9162907318741553
0,0.3299857,0.3805857,0.3872714,4.503912353913864,297.32,293.821428571,308.8,-1.3340356025867206,3.3207101307494686,83.2757142857,-0.982955658987068,2.5234403137879524,-0.23707845271583888,11.65,34.0,-1.3353836932041336,4.302712827954156,8,210.1412945880227,1.7442364427775177,3.414220736131208,1.7769841836459008
0,0.39224,0.34178,0.38275,3.7630588522881876,297.627142857,293.992857143,307.9,-1.6797041037680316,2.884800712846709,82.49,-0.8994589659866136,2.6878474937846906,-0.5669421066081863,10.3166666667,33.0,-1.0023861486630443,3.933784497209659,8,221.7205397622991,1.4760222042215185,4.11824866258191,-0.3689283307444975
0,0.3221571,0.4067143,0.3027143,3.916413353729439,298.238571429,292.904285714,310.1,-1.5270812210701192,1.8855533485144158,74.74,-1.409300244474701,2.692694813017081,-0.3284669118712911,13.4,34.0,-1.8072908805122112,4.502029427068578,8,201.25201032489662,1.5928613156727212,4.2179069621391205,0.5682449298589192
0,0.3210571,0.3146143,0.3242571,4.000949214622548,299.218571429,293.472857143,310.5,-1.1190206189053702,2.837322536806349,74.1514285714,-1.1154068272629678,2.599510032523819,-0.15719368202373674,12.2666666667,34.0,-1.2809145605217573,4.3694478524670215,9,192.75738249732768,1.297336189580785,4.435738639767802,-0.13258157460155662
0,0.2956833,0.3122143,0.2659286,3.1830413718589847,300.802857143,290.635714286,312.8,-1.4807556708279472,1.252762968495368,57.7871428571,-2.0850453556238198,2.766319109226186,0.9710572259858852,12.9,35.8,-0.29125130219593093,4.05871738457895,9,159.85767755317923,0.9937910337859927,4.214082618522987,-0.3107304678880718
