city,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,month,reanalysis_temp_humid_index,ndvi_max_precip,station_precip_mm_rolling_month_mean,station_precip_mm_diff
1,0.103725,0.1984833,0.1776167,2.5967461315435356,297.572857143,292.414285714,299.8,-0.07239799782399642,3.4965075614664802,73.3657142857,-1.595861901949608,1.2888390249687838,-1.3183053325570055,6.9,29.4,-1.2809145605217573,2.833213344056216,4,94.55659566611995,0.5154107414509951,2.833213344056216,0.0
1,0.142175,0.1623571,0.1554857,3.170525563927154,298.211428571,293.951428571,300.9,0.14646912286041922,2.9412760877579323,77.3685714286,-0.9499987569503004,1.2153365629766748,-0.46999751266377643,6.37142857143,31.7,0.023146097058099786,2.2617630984737906,5,94.02885368245009,0.5147573360350773,2.547488221265003,-0.5714502455824255
1,0.1729667,0.1572,0.1708429,3.5706588227265055,298.781428571,295.434285714,300.5,0.5789600972916199,3.299533727885655,82.0528571429,-0.037561048395772685,1.1939224684724346,-0.46999751266377643,6.48571428571,32.2,0.41472060936938854,3.747148362237912,5,97.9647497452672,0.6176050733928886,3.0044557303558515,1.4853852637641212
1,0.2450667,0.2275571,0.2358857,2.794839331174601,298.987142857,295.31,301.4,0.42902728297221954,2.7013612129514133,80.3371428571,-0.15901707293938097,1.2321436812922157,0.13808304351709558,6.77142857143,33.3,0.7530902496136928,1.6094379124341003,5,98.98690294444583,0.6849220519211666,2.678293137336006,-2.1377104498038113
1,0.2622,0.2512,0.24734,2.1424163408412245,299.518571429,295.821428571,301.9,0.6822750982597784,2.580216829592325,80.46,0.22392330767187363,1.3898594272854545,1.5796252908237216,9.37142857143,35.0,1.1737828366804313,1.916922612182061,5,111.82808951938766,0.561741564568569,1.7631802623080808,0.3074846997479608
1,0.17485,0.2543143,0.1817429,2.3589654264301534,299.63,295.851428571,302.4,1.0091304068282998,3.3138223021771545,79.8914285714,0.22605413580586683,1.1314021114911006,0.7228897882901577,6.94285714286,34.4,1.1737828366804313,3.6913763343125234,6,90.3893309757224,0.599918641146786,2.8041494732472922,1.7744537221304624
1,0.0928,0.2050714,0.2102714,1.4996230464268938,299.207142857,295.865714286,301.3,0.788359961470408,3.6788291182604347,82.0,0.24206767362736523,1.1127969236610051,0.0892459100519948,6.77142857143,32.2,0.7530902496136928,3.4242626545931514,6,91.24934774020242,0.315327837444448,3.557819494452837,-0.26711367971937205
1,0.0725,0.1514714,0.1330286,5.024669683060059,299.591428571,296.531428571,300.6,1.1825305271650126,3.4339872044851463,83.3757142857,0.8334578464970015,0.944461608841407,0.9758445491607756,7.68571428571,33.9,0.41472060936938854,3.0955776085237074,6,78.7451612525737,0.7610937514306634,3.259920131558429,-0.32868504606944393
1,0.146175,0.1255714,0.1236,3.011605622710281,299.578571429,296.378571429,302.1,0.788359961470408,3.6509179478268177,82.7685714286,0.677695335723222,1.0597724553503607,0.9328999083880131,7.38571428571,33.9,0.41472060936938854,3.0955776085237074,6,87.71585216872913,0.4402214518996753,3.0955776085237074,0.0
1,0.12155,0.1606833,0.2025667,2.7350166493320245,300.154285714,296.651428571,302.3,1.3629288257379422,3.380994674344636,81.2814285714,0.9137140981404267,1.1033628914281293,0.9328999083880131,6.51428571429,33.9,1.5367070092754247,0.7419373447293773,7,89.68291204794886,0.5540232971002453,1.9187574766265425,-2.35364026379433
1,0.08235,0.1919429,0.1529286,3.1471649773142003,299.512857143,296.041428571,301.8,0.9528394571194003,3.8004208288468435,81.4671428571,0.38215680709658595,1.149667459467489,0.21227662473064118,7.15714285714,31.7,-0.29125130219593093,4.169761201506855,7,93.66012315859714,0.6040759725241218,2.4558492731181163,3.4278238567774775
1,0.2118,0.3012,0.2806667,4.09717388923226,299.667142857,296.334285714,302.0,0.5789600972916199,3.735285826928092,82.1442857143,0.6345427268821895,1.2279683098834069,0.7366487945875119,6.9,32.8,1.1737828366804313,2.580216829592325,7,100.87057969516866,1.2340687754367567,3.3749890155495903,-1.58954437191453
1,0.1717,0.2269,0.2145571,2.8610573702273894,299.558571429,295.96,301.8,0.4783444285888671,3.773450355564206,80.7428571429,0.3229951457661781,1.122142786078769,0.7228897882901577,6.35714285714,31.7,0.41472060936938854,3.5145260669691587,7,90.60501467029383,0.6491739173045946,3.047371448280742,0.9343092373768336
1,0.24715,0.3797,0.3813571,3.51631018876266,299.862857143,296.172857143,303.0,1.123966195375899,3.572345637857985,80.5842857143,0.5197437810494674,1.2769576970812297,0.8479588012943733,8.08571428571,34.4,0.41472060936938854,3.653252276470785,7,102.90272390666836,1.3409698562869805,3.5838891717199717,0.1387262095016264
1,0.06433333,0.1644429,0.1388571,3.3945083935113587,300.391428571,296.532857143,302.5,1.42466397069093,3.044522437723423,79.65,0.8105761564947995,1.2025432115159125,0.8059586216976119,7.55714285714,33.3,0.7530902496136928,2.517696472610991,8,95.78256679724244,0.558202804303349,3.085474374540888,-1.135555803859794
1,0.1280333,0.2069571,0.1682429,4.51906748693468,299.958571429,297.035714286,302.6,1.2418723509108525,4.633757642840004,84.1785714286,1.3083533353118775,1.0498221244976778,0.6546058337671096,6.68571428571,32.8,0.41472060936938854,3.822098297900159,8,88.37252669435236,0.9352531018002892,3.169897385255575,1.304401825289168
1,0.1688,0.1676571,0.1722857,3.5085558999826545,300.332857143,296.728571429,302.5,1.0091304068282998,3.292126286607793,80.9471428571,1.0026451602391129,1.2486729832426133,0.947179510066373,7.01428571429,33.3,0.7530902496136928,1.8562979903656263,8,101.07651035634106,0.6044740092176417,2.839198144132893,-1.965800307534533
1,0.33075,0.2641714,0.2843143,3.7362400254737738,300.118571429,297.017142857,302.2,1.3629288257379422,3.708682081410116,83.3485714286,1.3083533353118775,1.0647107369924282,1.2703738788955776,6.52857142857,32.2,1.5367070092754247,2.6878474937846906,8,88.74211891301076,1.2357613884254506,2.2720727420751583,0.8315495034190643
1,0.200025,0.2838167,0.2304429,3.3965197921110444,300.53,296.117142857,303.8,0.9528394571194003,3.4468078929142076,77.1728571429,0.4925862953579951,1.4977079484911138,0.9328999083880131,7.61428571429,32.8,0.7530902496136928,2.7212954278522306,9,115.58240155069055,0.9639890388816426,2.7045714608184603,0.033447934067539986
1,0.4371,0.1234,0.1482833,4.182965753875629,300.674285714,297.192857143,302.9,1.550600281189007,3.2260500286162013,81.5514285714,1.5536110398753555,1.3609765531356006,1.3006270934467752,8.05714285714,33.9,1.5367070092754247,3.292126286607793,9,110.98958216038811,1.8283743310190372,3.006710857230012,0.5708308587555626
1,0.1824333,0.2548286,0.3056857,4.974869937649514,299.857142857,296.431428571,301.7,1.3629288257379422,3.6270040503958487,81.6371428571,0.762727143525992,1.0090001299794642,0.8479588012943733,8.11428571429,32.8,1.1737828366804313,1.4586150226995167,9,82.37188775396599,1.5207465992993479,2.375370654653655,-1.8335112639082765
1,0.2609,0.1994429,0.2442167,3.9587157334201284,300.427142857,296.028571429,302.4,1.6148227239458424,2.856470206220483,77.0485714286,0.4209054114563249,1.1808503869042046,0.947179510066373,7.72857142857,32.8,1.5367070092754247,2.8213788864092133,9,90.98283538187856,1.0328289348493116,2.139996954554365,1.3627638637096966
1,0.18975,0.2124857,0.2011857,3.471345141564237,300.775714286,296.664285714,303.3,1.6148227239458424,3.6136169696133895,78.52,1.007628254589282,1.3609765531356006,1.392275709549952,8.02857142857,33.3,1.1737828366804313,2.5416019934645457,10,106.86387895220736,0.737611202346876,2.681490439936879,-0.27977689294466757
1,0.06755,0.1794667,0.1577167,3.95928819789526,299.857142857,296.928571429,301.8,1.0091304068282998,4.893352133481524,84.11,1.3057270975160211,1.2729656758132875,1.2402678716797946,7.31428571429,33.3,1.5367070092754247,4.072439726834051,10,107.06914299265561,0.7105603872252093,3.3070208601492985,1.5308377333695051
1,0.0702,0.1816167,0.16575,4.973625468462355,299.195714286,296.544285714,301.5,0.6822750982597784,5.6369301676683605,85.6214285714,0.9518266473550926,1.0548096660102142,0.2749730650210324,7.4,32.8,0.7530902496136928,4.139955073474153,10,90.31431047471585,0.903293444618087,4.106197400154102,0.06751534664010173
1,0.08975,0.1288286,0.1239286,4.852264611458088,298.902857143,296.257142857,300.9,0.528319185660032,4.559335649644292,85.5028571429,0.6450054670833668,1.0296194171811583,-0.4269596541887516,7.62857142857,32.2,-0.29125130219593093,4.52720864451838,10,88.03540193879654,0.6251104567236894,4.333581858996267,0.3872535710442273
1,0.1834333,0.318,0.2959,4.628398312107299,299.727142857,296.534285714,301.4,1.2418723509108525,3.1467351470905185,82.7871428571,0.8819543760357624,1.0245043165128493,0.5871675121965687,8.64285714286,33.3,0.41472060936938854,1.9878743481543455,10,84.81578520886485,1.471830663250121,3.257541496336363,-2.5393342963640344
1,0.181775,0.1783286,0.1866286,3.0661907372025525,299.972857143,296.564285714,302.2,1.2418723509108525,2.7343675094195836,81.7157142857,0.9161649131916179,1.2195648990845065,1.0772907515652137,8.42857142857,33.3,1.1737828366804313,2.028148247292285,11,99.65761684645808,0.5722388846170803,2.008011297723315,0.04027389913793966
1,0.2246,0.1803857,0.2348857,3.044522437723423,300.35,295.687142857,302.3,1.42466397069093,2.0918640616783932,75.7285714286,0.13220863155410317,1.1631508098056809,0.19983239598789043,8.6,32.8,0.023146097058099786,3.686376323895818,11,88.08374918260344,0.7151147839503726,2.8572622855940515,1.6582280766035327
1,0.33035,0.1316333,0.1253833,3.046425387869509,299.511428571,295.375714286,301.6,0.42902728297221954,3.629660094453965,78.1514285714,-0.10417220489191158,1.2608930945782133,-0.40527154197682,7.41428571429,31.7,0.023146097058099786,2.3608540011180215,11,98.54059661710075,1.0063866268826922,3.0236151625069194,-1.3255223227777964
1,0.216525,0.1767857,0.1415857,3.544142657647253,298.238571429,294.811428571,300.2,0.19201411754494596,3.8133070324889884,81.3857142857,-0.46274178139098193,1.0938390099140167,-0.8376179487936581,7.12857142857,31.1,-0.9454367322008156,3.3214324131932926,11,89.02286913541514,0.7673954889470714,2.841143207155657,0.9605784120752712
1,0.0886,0.2667833,0.2517,2.3942522815198695,298.542857143,294.782857143,300.8,0.2849376771207647,4.28771595520264,79.9085714286,-0.4922220161291044,1.117480772971558,-0.9807125104418342,5.54285714286,29.4,0.023146097058099786,4.248495242049359,12,89.29629216708487,0.6387465246963998,3.7849638276213264,0.9270628288560667
1,0.26166,0.1913857,0.2099857,0.0,298.202857143,292.004285714,300.6,0.013407697619334842,1.62924053973028,68.7228571429,-1.7536548804443866,1.3827165397709313,-1.7338785994389123,7.77142857143,29.4,-1.6016034782082915,1.33500106673234,12,95.02423123180272,0.0,2.79174815439085,-2.9134941753170196
1,0.2668667,0.2608571,0.3027286,3.9787466374710543,298.297142857,294.558571429,300.9,-0.029780352090376515,3.5058576522055884,80.0828571429,-0.6188670015916901,1.353623578830711,-1.1538662826018573,6.58571428571,30.6,-0.6544149412859473,3.0349529867072724,12,108.40204368876086,1.2044803993163198,2.1849770267198068,1.6999519199749324
1,0.2772333,0.1712667,0.1616222,0.0,298.038571429,292.105714286,299.8,-0.3165303006163571,1.8656293177945105,69.6814285714,-1.727884952845612,1.1895840668725322,-1.4823717295900205,5.84285714286,28.9,-0.6544149412859473,3.086486636822455,12,82.89191718545388,0.0,3.0607198117648644,0.05153365011518263
1,0.1404667,0.1515,0.1673143,0.0,297.06,291.907142857,299.0,-0.8156314800678882,1.7578579175523736,72.9385714286,-1.7929649549089954,1.2608930945782133,-1.8821445897859121,7.45714285714,29.4,-1.8577092095328878,1.840549633397487,1,91.9677410427215,0.0,2.4635181351099713,-1.2459370034249682
1,0.1004667,0.2519,0.1376167,2.8243506567983707,297.674285714,293.282857143,299.3,-0.11445258420213007,3.3079849999399764,76.6285714286,-1.3044396450079014,1.0597724553503607,-1.614841053783569,6.31428571429,28.3,-0.6544149412859473,3.4873750779032076,1,81.20884929287791,0.7114539304475096,2.6639623556503476,1.6468254445057207
